Image_ID,Image_Path,Label_Path
00066_221,../brain_tumor_classification/data/images/00066_221.jpg,../brain_tumor_classification/data/labels/00066_221.txt
00066_240,../brain_tumor_classification/data/images/00066_240.jpg,../brain_tumor_classification/data/labels/00066_240.txt
00066_259,../brain_tumor_classification/data/images/00066_259.jpg,../brain_tumor_classification/data/labels/00066_259.txt
00066_278,../brain_tumor_classification/data/images/00066_278.jpg,../brain_tumor_classification/data/labels/00066_278.txt
00071_183,../brain_tumor_classification/data/images/00071_183.jpg,../brain_tumor_classification/data/labels/00071_183.txt
00071_221,../brain_tumor_classification/data/images/00071_221.jpg,../brain_tumor_classification/data/labels/00071_221.txt
00071_240,../brain_tumor_classification/data/images/00071_240.jpg,../brain_tumor_classification/data/labels/00071_240.txt
00071_259,../brain_tumor_classification/data/images/00071_259.jpg,../brain_tumor_classification/data/labels/00071_259.txt
00071_278,../brain_tumor_classification/data/images/00071_278.jpg,../brain_tumor_classification/data/labels/00071_278.txt
00072_119,../brain_tumor_classification/data/images/00072_119.jpg,../brain_tumor_classification/data/labels/00072_119.txt
00072_138,../brain_tumor_classification/data/images/00072_138.jpg,../brain_tumor_classification/data/labels/00072_138.txt
00072_196,../brain_tumor_classification/data/images/00072_196.jpg,../brain_tumor_classification/data/labels/00072_196.txt
00072_80,../brain_tumor_classification/data/images/00072_80.jpg,../brain_tumor_classification/data/labels/00072_80.txt
00072_99,../brain_tumor_classification/data/images/00072_99.jpg,../brain_tumor_classification/data/labels/00072_99.txt
00074_209,../brain_tumor_classification/data/images/00074_209.jpg,../brain_tumor_classification/data/labels/00074_209.txt
00074_229,../brain_tumor_classification/data/images/00074_229.jpg,../brain_tumor_classification/data/labels/00074_229.txt
00074_249,../brain_tumor_classification/data/images/00074_249.jpg,../brain_tumor_classification/data/labels/00074_249.txt
00074_269,../brain_tumor_classification/data/images/00074_269.jpg,../brain_tumor_classification/data/labels/00074_269.txt
00074_289,../brain_tumor_classification/data/images/00074_289.jpg,../brain_tumor_classification/data/labels/00074_289.txt
00077_166,../brain_tumor_classification/data/images/00077_166.jpg,../brain_tumor_classification/data/labels/00077_166.txt
00077_186,../brain_tumor_classification/data/images/00077_186.jpg,../brain_tumor_classification/data/labels/00077_186.txt
00077_206,../brain_tumor_classification/data/images/00077_206.jpg,../brain_tumor_classification/data/labels/00077_206.txt
00077_226,../brain_tumor_classification/data/images/00077_226.jpg,../brain_tumor_classification/data/labels/00077_226.txt
00077_246,../brain_tumor_classification/data/images/00077_246.jpg,../brain_tumor_classification/data/labels/00077_246.txt
00078_219,../brain_tumor_classification/data/images/00078_219.jpg,../brain_tumor_classification/data/labels/00078_219.txt
00078_239,../brain_tumor_classification/data/images/00078_239.jpg,../brain_tumor_classification/data/labels/00078_239.txt
00078_258,../brain_tumor_classification/data/images/00078_258.jpg,../brain_tumor_classification/data/labels/00078_258.txt
00078_278,../brain_tumor_classification/data/images/00078_278.jpg,../brain_tumor_classification/data/labels/00078_278.txt
00085_156,../brain_tumor_classification/data/images/00085_156.jpg,../brain_tumor_classification/data/labels/00085_156.txt
00087_130,../brain_tumor_classification/data/images/00087_130.jpg,../brain_tumor_classification/data/labels/00087_130.txt
00087_149,../brain_tumor_classification/data/images/00087_149.jpg,../brain_tumor_classification/data/labels/00087_149.txt
00087_185,../brain_tumor_classification/data/images/00087_185.jpg,../brain_tumor_classification/data/labels/00087_185.txt
00090_112,../brain_tumor_classification/data/images/00090_112.jpg,../brain_tumor_classification/data/labels/00090_112.txt
00090_130,../brain_tumor_classification/data/images/00090_130.jpg,../brain_tumor_classification/data/labels/00090_130.txt
00090_204,../brain_tumor_classification/data/images/00090_204.jpg,../brain_tumor_classification/data/labels/00090_204.txt
00095_161,../brain_tumor_classification/data/images/00095_161.jpg,../brain_tumor_classification/data/labels/00095_161.txt
00095_170,../brain_tumor_classification/data/images/00095_170.jpg,../brain_tumor_classification/data/labels/00095_170.txt
00095_176,../brain_tumor_classification/data/images/00095_176.jpg,../brain_tumor_classification/data/labels/00095_176.txt
00095_181,../brain_tumor_classification/data/images/00095_181.jpg,../brain_tumor_classification/data/labels/00095_181.txt
00095_188,../brain_tumor_classification/data/images/00095_188.jpg,../brain_tumor_classification/data/labels/00095_188.txt
00095_200,../brain_tumor_classification/data/images/00095_200.jpg,../brain_tumor_classification/data/labels/00095_200.txt
00095_201,../brain_tumor_classification/data/images/00095_201.jpg,../brain_tumor_classification/data/labels/00095_201.txt
00095_212,../brain_tumor_classification/data/images/00095_212.jpg,../brain_tumor_classification/data/labels/00095_212.txt
00095_222,../brain_tumor_classification/data/images/00095_222.jpg,../brain_tumor_classification/data/labels/00095_222.txt
00095_224,../brain_tumor_classification/data/images/00095_224.jpg,../brain_tumor_classification/data/labels/00095_224.txt
00095_226,../brain_tumor_classification/data/images/00095_226.jpg,../brain_tumor_classification/data/labels/00095_226.txt
00095_236,../brain_tumor_classification/data/images/00095_236.jpg,../brain_tumor_classification/data/labels/00095_236.txt
00095_243,../brain_tumor_classification/data/images/00095_243.jpg,../brain_tumor_classification/data/labels/00095_243.txt
00095_263,../brain_tumor_classification/data/images/00095_263.jpg,../brain_tumor_classification/data/labels/00095_263.txt
00096_240,../brain_tumor_classification/data/images/00096_240.jpg,../brain_tumor_classification/data/labels/00096_240.txt
00096_260,../brain_tumor_classification/data/images/00096_260.jpg,../brain_tumor_classification/data/labels/00096_260.txt
00096_280,../brain_tumor_classification/data/images/00096_280.jpg,../brain_tumor_classification/data/labels/00096_280.txt
00097_106,../brain_tumor_classification/data/images/00097_106.jpg,../brain_tumor_classification/data/labels/00097_106.txt
00097_124,../brain_tumor_classification/data/images/00097_124.jpg,../brain_tumor_classification/data/labels/00097_124.txt
00097_162,../brain_tumor_classification/data/images/00097_162.jpg,../brain_tumor_classification/data/labels/00097_162.txt
00097_254,../brain_tumor_classification/data/images/00097_254.jpg,../brain_tumor_classification/data/labels/00097_254.txt
00097_65,../brain_tumor_classification/data/images/00097_65.jpg,../brain_tumor_classification/data/labels/00097_65.txt
00097_68,../brain_tumor_classification/data/images/00097_68.jpg,../brain_tumor_classification/data/labels/00097_68.txt
00097_70,../brain_tumor_classification/data/images/00097_70.jpg,../brain_tumor_classification/data/labels/00097_70.txt
00097_72,../brain_tumor_classification/data/images/00097_72.jpg,../brain_tumor_classification/data/labels/00097_72.txt
00097_74,../brain_tumor_classification/data/images/00097_74.jpg,../brain_tumor_classification/data/labels/00097_74.txt
00097_76,../brain_tumor_classification/data/images/00097_76.jpg,../brain_tumor_classification/data/labels/00097_76.txt
00097_77,../brain_tumor_classification/data/images/00097_77.jpg,../brain_tumor_classification/data/labels/00097_77.txt
00097_79,../brain_tumor_classification/data/images/00097_79.jpg,../brain_tumor_classification/data/labels/00097_79.txt
00097_80,../brain_tumor_classification/data/images/00097_80.jpg,../brain_tumor_classification/data/labels/00097_80.txt
00097_81,../brain_tumor_classification/data/images/00097_81.jpg,../brain_tumor_classification/data/labels/00097_81.txt
00097_83,../brain_tumor_classification/data/images/00097_83.jpg,../brain_tumor_classification/data/labels/00097_83.txt
00097_87,../brain_tumor_classification/data/images/00097_87.jpg,../brain_tumor_classification/data/labels/00097_87.txt
00098_247,../brain_tumor_classification/data/images/00098_247.jpg,../brain_tumor_classification/data/labels/00098_247.txt
00098_266,../brain_tumor_classification/data/images/00098_266.jpg,../brain_tumor_classification/data/labels/00098_266.txt
00099_129,../brain_tumor_classification/data/images/00099_129.jpg,../brain_tumor_classification/data/labels/00099_129.txt
00099_130,../brain_tumor_classification/data/images/00099_130.jpg,../brain_tumor_classification/data/labels/00099_130.txt
00099_137,../brain_tumor_classification/data/images/00099_137.jpg,../brain_tumor_classification/data/labels/00099_137.txt
00099_139,../brain_tumor_classification/data/images/00099_139.jpg,../brain_tumor_classification/data/labels/00099_139.txt
00099_145,../brain_tumor_classification/data/images/00099_145.jpg,../brain_tumor_classification/data/labels/00099_145.txt
00099_149,../brain_tumor_classification/data/images/00099_149.jpg,../brain_tumor_classification/data/labels/00099_149.txt
00099_154,../brain_tumor_classification/data/images/00099_154.jpg,../brain_tumor_classification/data/labels/00099_154.txt
00100_102,../brain_tumor_classification/data/images/00100_102.jpg,../brain_tumor_classification/data/labels/00100_102.txt
00100_119,../brain_tumor_classification/data/images/00100_119.jpg,../brain_tumor_classification/data/labels/00100_119.txt
00100_136,../brain_tumor_classification/data/images/00100_136.jpg,../brain_tumor_classification/data/labels/00100_136.txt
00100_153,../brain_tumor_classification/data/images/00100_153.jpg,../brain_tumor_classification/data/labels/00100_153.txt
00100_170,../brain_tumor_classification/data/images/00100_170.jpg,../brain_tumor_classification/data/labels/00100_170.txt
00104_132,../brain_tumor_classification/data/images/00104_132.jpg,../brain_tumor_classification/data/labels/00104_132.txt
00104_14,../brain_tumor_classification/data/images/00104_14.jpg,../brain_tumor_classification/data/labels/00104_14.txt
00104_15,../brain_tumor_classification/data/images/00104_15.jpg,../brain_tumor_classification/data/labels/00104_15.txt
00104_150,../brain_tumor_classification/data/images/00104_150.jpg,../brain_tumor_classification/data/labels/00104_150.txt
00104_16,../brain_tumor_classification/data/images/00104_16.jpg,../brain_tumor_classification/data/labels/00104_16.txt
00104_168,../brain_tumor_classification/data/images/00104_168.jpg,../brain_tumor_classification/data/labels/00104_168.txt
00104_17,../brain_tumor_classification/data/images/00104_17.jpg,../brain_tumor_classification/data/labels/00104_17.txt
00104_18,../brain_tumor_classification/data/images/00104_18.jpg,../brain_tumor_classification/data/labels/00104_18.txt
00104_185,../brain_tumor_classification/data/images/00104_185.jpg,../brain_tumor_classification/data/labels/00104_185.txt
00104_19,../brain_tumor_classification/data/images/00104_19.jpg,../brain_tumor_classification/data/labels/00104_19.txt
00105_113,../brain_tumor_classification/data/images/00105_113.jpg,../brain_tumor_classification/data/labels/00105_113.txt
00105_94,../brain_tumor_classification/data/images/00105_94.jpg,../brain_tumor_classification/data/labels/00105_94.txt
00106_195,../brain_tumor_classification/data/images/00106_195.jpg,../brain_tumor_classification/data/labels/00106_195.txt
00106_253,../brain_tumor_classification/data/images/00106_253.jpg,../brain_tumor_classification/data/labels/00106_253.txt
00107_101,../brain_tumor_classification/data/images/00107_101.jpg,../brain_tumor_classification/data/labels/00107_101.txt
00107_118,../brain_tumor_classification/data/images/00107_118.jpg,../brain_tumor_classification/data/labels/00107_118.txt
00108_102,../brain_tumor_classification/data/images/00108_102.jpg,../brain_tumor_classification/data/labels/00108_102.txt
00109_104,../brain_tumor_classification/data/images/00109_104.jpg,../brain_tumor_classification/data/labels/00109_104.txt
00109_85,../brain_tumor_classification/data/images/00109_85.jpg,../brain_tumor_classification/data/labels/00109_85.txt
00110_131,../brain_tumor_classification/data/images/00110_131.jpg,../brain_tumor_classification/data/labels/00110_131.txt
00110_147,../brain_tumor_classification/data/images/00110_147.jpg,../brain_tumor_classification/data/labels/00110_147.txt
00110_162,../brain_tumor_classification/data/images/00110_162.jpg,../brain_tumor_classification/data/labels/00110_162.txt
00110_178,../brain_tumor_classification/data/images/00110_178.jpg,../brain_tumor_classification/data/labels/00110_178.txt
00111_110,../brain_tumor_classification/data/images/00111_110.jpg,../brain_tumor_classification/data/labels/00111_110.txt
00111_98,../brain_tumor_classification/data/images/00111_98.jpg,../brain_tumor_classification/data/labels/00111_98.txt
00112_10,../brain_tumor_classification/data/images/00112_10.jpg,../brain_tumor_classification/data/labels/00112_10.txt
00112_11,../brain_tumor_classification/data/images/00112_11.jpg,../brain_tumor_classification/data/labels/00112_11.txt
00112_12,../brain_tumor_classification/data/images/00112_12.jpg,../brain_tumor_classification/data/labels/00112_12.txt
00116_11,../brain_tumor_classification/data/images/00116_11.jpg,../brain_tumor_classification/data/labels/00116_11.txt
00116_12,../brain_tumor_classification/data/images/00116_12.jpg,../brain_tumor_classification/data/labels/00116_12.txt
00116_13,../brain_tumor_classification/data/images/00116_13.jpg,../brain_tumor_classification/data/labels/00116_13.txt
00116_14,../brain_tumor_classification/data/images/00116_14.jpg,../brain_tumor_classification/data/labels/00116_14.txt
00116_15,../brain_tumor_classification/data/images/00116_15.jpg,../brain_tumor_classification/data/labels/00116_15.txt
00116_16,../brain_tumor_classification/data/images/00116_16.jpg,../brain_tumor_classification/data/labels/00116_16.txt
00116_231,../brain_tumor_classification/data/images/00116_231.jpg,../brain_tumor_classification/data/labels/00116_231.txt
00116_8,../brain_tumor_classification/data/images/00116_8.jpg,../brain_tumor_classification/data/labels/00116_8.txt
00116_9,../brain_tumor_classification/data/images/00116_9.jpg,../brain_tumor_classification/data/labels/00116_9.txt
00117_200,../brain_tumor_classification/data/images/00117_200.jpg,../brain_tumor_classification/data/labels/00117_200.txt
00120_215,../brain_tumor_classification/data/images/00120_215.jpg,../brain_tumor_classification/data/labels/00120_215.txt
00120_230,../brain_tumor_classification/data/images/00120_230.jpg,../brain_tumor_classification/data/labels/00120_230.txt
00120_245,../brain_tumor_classification/data/images/00120_245.jpg,../brain_tumor_classification/data/labels/00120_245.txt
00120_260,../brain_tumor_classification/data/images/00120_260.jpg,../brain_tumor_classification/data/labels/00120_260.txt
00121_139,../brain_tumor_classification/data/images/00121_139.jpg,../brain_tumor_classification/data/labels/00121_139.txt
00121_157,../brain_tumor_classification/data/images/00121_157.jpg,../brain_tumor_classification/data/labels/00121_157.txt
00121_175,../brain_tumor_classification/data/images/00121_175.jpg,../brain_tumor_classification/data/labels/00121_175.txt
00122_10,../brain_tumor_classification/data/images/00122_10.jpg,../brain_tumor_classification/data/labels/00122_10.txt
00122_108,../brain_tumor_classification/data/images/00122_108.jpg,../brain_tumor_classification/data/labels/00122_108.txt
00122_11,../brain_tumor_classification/data/images/00122_11.jpg,../brain_tumor_classification/data/labels/00122_11.txt
00122_8,../brain_tumor_classification/data/images/00122_8.jpg,../brain_tumor_classification/data/labels/00122_8.txt
00122_9,../brain_tumor_classification/data/images/00122_9.jpg,../brain_tumor_classification/data/labels/00122_9.txt
00122_90,../brain_tumor_classification/data/images/00122_90.jpg,../brain_tumor_classification/data/labels/00122_90.txt
00123_10,../brain_tumor_classification/data/images/00123_10.jpg,../brain_tumor_classification/data/labels/00123_10.txt
00123_11,../brain_tumor_classification/data/images/00123_11.jpg,../brain_tumor_classification/data/labels/00123_11.txt
00123_12,../brain_tumor_classification/data/images/00123_12.jpg,../brain_tumor_classification/data/labels/00123_12.txt
00123_13,../brain_tumor_classification/data/images/00123_13.jpg,../brain_tumor_classification/data/labels/00123_13.txt
00123_14,../brain_tumor_classification/data/images/00123_14.jpg,../brain_tumor_classification/data/labels/00123_14.txt
00123_15,../brain_tumor_classification/data/images/00123_15.jpg,../brain_tumor_classification/data/labels/00123_15.txt
00123_16,../brain_tumor_classification/data/images/00123_16.jpg,../brain_tumor_classification/data/labels/00123_16.txt
00123_223,../brain_tumor_classification/data/images/00123_223.jpg,../brain_tumor_classification/data/labels/00123_223.txt
00123_241,../brain_tumor_classification/data/images/00123_241.jpg,../brain_tumor_classification/data/labels/00123_241.txt
00123_259,../brain_tumor_classification/data/images/00123_259.jpg,../brain_tumor_classification/data/labels/00123_259.txt
00123_277,../brain_tumor_classification/data/images/00123_277.jpg,../brain_tumor_classification/data/labels/00123_277.txt
00124_10,../brain_tumor_classification/data/images/00124_10.jpg,../brain_tumor_classification/data/labels/00124_10.txt
00124_11,../brain_tumor_classification/data/images/00124_11.jpg,../brain_tumor_classification/data/labels/00124_11.txt
00124_114,../brain_tumor_classification/data/images/00124_114.jpg,../brain_tumor_classification/data/labels/00124_114.txt
00124_12,../brain_tumor_classification/data/images/00124_12.jpg,../brain_tumor_classification/data/labels/00124_12.txt
00124_132,../brain_tumor_classification/data/images/00124_132.jpg,../brain_tumor_classification/data/labels/00124_132.txt
00124_150,../brain_tumor_classification/data/images/00124_150.jpg,../brain_tumor_classification/data/labels/00124_150.txt
00124_168,../brain_tumor_classification/data/images/00124_168.jpg,../brain_tumor_classification/data/labels/00124_168.txt
00124_6,../brain_tumor_classification/data/images/00124_6.jpg,../brain_tumor_classification/data/labels/00124_6.txt
00124_7,../brain_tumor_classification/data/images/00124_7.jpg,../brain_tumor_classification/data/labels/00124_7.txt
00124_8,../brain_tumor_classification/data/images/00124_8.jpg,../brain_tumor_classification/data/labels/00124_8.txt
00124_9,../brain_tumor_classification/data/images/00124_9.jpg,../brain_tumor_classification/data/labels/00124_9.txt
00124_96,../brain_tumor_classification/data/images/00124_96.jpg,../brain_tumor_classification/data/labels/00124_96.txt
00128_243,../brain_tumor_classification/data/images/00128_243.jpg,../brain_tumor_classification/data/labels/00128_243.txt
00128_260,../brain_tumor_classification/data/images/00128_260.jpg,../brain_tumor_classification/data/labels/00128_260.txt
00128_277,../brain_tumor_classification/data/images/00128_277.jpg,../brain_tumor_classification/data/labels/00128_277.txt
00130_100,../brain_tumor_classification/data/images/00130_100.jpg,../brain_tumor_classification/data/labels/00130_100.txt
00130_107,../brain_tumor_classification/data/images/00130_107.jpg,../brain_tumor_classification/data/labels/00130_107.txt
00130_112,../brain_tumor_classification/data/images/00130_112.jpg,../brain_tumor_classification/data/labels/00130_112.txt
00130_114,../brain_tumor_classification/data/images/00130_114.jpg,../brain_tumor_classification/data/labels/00130_114.txt
00130_119,../brain_tumor_classification/data/images/00130_119.jpg,../brain_tumor_classification/data/labels/00130_119.txt
00130_239,../brain_tumor_classification/data/images/00130_239.jpg,../brain_tumor_classification/data/labels/00130_239.txt
00130_256,../brain_tumor_classification/data/images/00130_256.jpg,../brain_tumor_classification/data/labels/00130_256.txt
00130_273,../brain_tumor_classification/data/images/00130_273.jpg,../brain_tumor_classification/data/labels/00130_273.txt
00130_78,../brain_tumor_classification/data/images/00130_78.jpg,../brain_tumor_classification/data/labels/00130_78.txt
00130_81,../brain_tumor_classification/data/images/00130_81.jpg,../brain_tumor_classification/data/labels/00130_81.txt
00130_88,../brain_tumor_classification/data/images/00130_88.jpg,../brain_tumor_classification/data/labels/00130_88.txt
00130_94,../brain_tumor_classification/data/images/00130_94.jpg,../brain_tumor_classification/data/labels/00130_94.txt
00132_112,../brain_tumor_classification/data/images/00132_112.jpg,../brain_tumor_classification/data/labels/00132_112.txt
00132_130,../brain_tumor_classification/data/images/00132_130.jpg,../brain_tumor_classification/data/labels/00132_130.txt
00132_147,../brain_tumor_classification/data/images/00132_147.jpg,../brain_tumor_classification/data/labels/00132_147.txt
00132_164,../brain_tumor_classification/data/images/00132_164.jpg,../brain_tumor_classification/data/labels/00132_164.txt
00132_95,../brain_tumor_classification/data/images/00132_95.jpg,../brain_tumor_classification/data/labels/00132_95.txt
00133_228,../brain_tumor_classification/data/images/00133_228.jpg,../brain_tumor_classification/data/labels/00133_228.txt
00133_247,../brain_tumor_classification/data/images/00133_247.jpg,../brain_tumor_classification/data/labels/00133_247.txt
00133_266,../brain_tumor_classification/data/images/00133_266.jpg,../brain_tumor_classification/data/labels/00133_266.txt
00136_103,../brain_tumor_classification/data/images/00136_103.jpg,../brain_tumor_classification/data/labels/00136_103.txt
00136_121,../brain_tumor_classification/data/images/00136_121.jpg,../brain_tumor_classification/data/labels/00136_121.txt
00136_138,../brain_tumor_classification/data/images/00136_138.jpg,../brain_tumor_classification/data/labels/00136_138.txt
00137_249,../brain_tumor_classification/data/images/00137_249.jpg,../brain_tumor_classification/data/labels/00137_249.txt
00137_264,../brain_tumor_classification/data/images/00137_264.jpg,../brain_tumor_classification/data/labels/00137_264.txt
00138_217,../brain_tumor_classification/data/images/00138_217.jpg,../brain_tumor_classification/data/labels/00138_217.txt
00138_235,../brain_tumor_classification/data/images/00138_235.jpg,../brain_tumor_classification/data/labels/00138_235.txt
00138_271,../brain_tumor_classification/data/images/00138_271.jpg,../brain_tumor_classification/data/labels/00138_271.txt
00138_289,../brain_tumor_classification/data/images/00138_289.jpg,../brain_tumor_classification/data/labels/00138_289.txt
00142_107,../brain_tumor_classification/data/images/00142_107.jpg,../brain_tumor_classification/data/labels/00142_107.txt
00142_126,../brain_tumor_classification/data/images/00142_126.jpg,../brain_tumor_classification/data/labels/00142_126.txt
00142_144,../brain_tumor_classification/data/images/00142_144.jpg,../brain_tumor_classification/data/labels/00142_144.txt
00142_163,../brain_tumor_classification/data/images/00142_163.jpg,../brain_tumor_classification/data/labels/00142_163.txt
00142_89,../brain_tumor_classification/data/images/00142_89.jpg,../brain_tumor_classification/data/labels/00142_89.txt
00143_236,../brain_tumor_classification/data/images/00143_236.jpg,../brain_tumor_classification/data/labels/00143_236.txt
00143_254,../brain_tumor_classification/data/images/00143_254.jpg,../brain_tumor_classification/data/labels/00143_254.txt
00143_272,../brain_tumor_classification/data/images/00143_272.jpg,../brain_tumor_classification/data/labels/00143_272.txt
00144_243,../brain_tumor_classification/data/images/00144_243.jpg,../brain_tumor_classification/data/labels/00144_243.txt
00144_260,../brain_tumor_classification/data/images/00144_260.jpg,../brain_tumor_classification/data/labels/00144_260.txt
00144_278,../brain_tumor_classification/data/images/00144_278.jpg,../brain_tumor_classification/data/labels/00144_278.txt
00146_142,../brain_tumor_classification/data/images/00146_142.jpg,../brain_tumor_classification/data/labels/00146_142.txt
00146_160,../brain_tumor_classification/data/images/00146_160.jpg,../brain_tumor_classification/data/labels/00146_160.txt
00146_195,../brain_tumor_classification/data/images/00146_195.jpg,../brain_tumor_classification/data/labels/00146_195.txt
00147_115,../brain_tumor_classification/data/images/00147_115.jpg,../brain_tumor_classification/data/labels/00147_115.txt
00147_134,../brain_tumor_classification/data/images/00147_134.jpg,../brain_tumor_classification/data/labels/00147_134.txt
00147_152,../brain_tumor_classification/data/images/00147_152.jpg,../brain_tumor_classification/data/labels/00147_152.txt
00147_170,../brain_tumor_classification/data/images/00147_170.jpg,../brain_tumor_classification/data/labels/00147_170.txt
00148_19,../brain_tumor_classification/data/images/00148_19.jpg,../brain_tumor_classification/data/labels/00148_19.txt
00148_20,../brain_tumor_classification/data/images/00148_20.jpg,../brain_tumor_classification/data/labels/00148_20.txt
00148_22,../brain_tumor_classification/data/images/00148_22.jpg,../brain_tumor_classification/data/labels/00148_22.txt
00148_24,../brain_tumor_classification/data/images/00148_24.jpg,../brain_tumor_classification/data/labels/00148_24.txt
00150_10,../brain_tumor_classification/data/images/00150_10.jpg,../brain_tumor_classification/data/labels/00150_10.txt
00150_11,../brain_tumor_classification/data/images/00150_11.jpg,../brain_tumor_classification/data/labels/00150_11.txt
00150_12,../brain_tumor_classification/data/images/00150_12.jpg,../brain_tumor_classification/data/labels/00150_12.txt
00150_235,../brain_tumor_classification/data/images/00150_235.jpg,../brain_tumor_classification/data/labels/00150_235.txt
00150_252,../brain_tumor_classification/data/images/00150_252.jpg,../brain_tumor_classification/data/labels/00150_252.txt
00150_8,../brain_tumor_classification/data/images/00150_8.jpg,../brain_tumor_classification/data/labels/00150_8.txt
00150_9,../brain_tumor_classification/data/images/00150_9.jpg,../brain_tumor_classification/data/labels/00150_9.txt
00151_10,../brain_tumor_classification/data/images/00151_10.jpg,../brain_tumor_classification/data/labels/00151_10.txt
00151_12,../brain_tumor_classification/data/images/00151_12.jpg,../brain_tumor_classification/data/labels/00151_12.txt
00151_128,../brain_tumor_classification/data/images/00151_128.jpg,../brain_tumor_classification/data/labels/00151_128.txt
00151_13,../brain_tumor_classification/data/images/00151_13.jpg,../brain_tumor_classification/data/labels/00151_13.txt
00151_14,../brain_tumor_classification/data/images/00151_14.jpg,../brain_tumor_classification/data/labels/00151_14.txt
00151_145,../brain_tumor_classification/data/images/00151_145.jpg,../brain_tumor_classification/data/labels/00151_145.txt
00151_15,../brain_tumor_classification/data/images/00151_15.jpg,../brain_tumor_classification/data/labels/00151_15.txt
00151_162,../brain_tumor_classification/data/images/00151_162.jpg,../brain_tumor_classification/data/labels/00151_162.txt
00151_17,../brain_tumor_classification/data/images/00151_17.jpg,../brain_tumor_classification/data/labels/00151_17.txt
00151_195,../brain_tumor_classification/data/images/00151_195.jpg,../brain_tumor_classification/data/labels/00151_195.txt
00151_211,../brain_tumor_classification/data/images/00151_211.jpg,../brain_tumor_classification/data/labels/00151_211.txt
00154_210,../brain_tumor_classification/data/images/00154_210.jpg,../brain_tumor_classification/data/labels/00154_210.txt
00154_229,../brain_tumor_classification/data/images/00154_229.jpg,../brain_tumor_classification/data/labels/00154_229.txt
00154_248,../brain_tumor_classification/data/images/00154_248.jpg,../brain_tumor_classification/data/labels/00154_248.txt
00154_267,../brain_tumor_classification/data/images/00154_267.jpg,../brain_tumor_classification/data/labels/00154_267.txt
00156_116,../brain_tumor_classification/data/images/00156_116.jpg,../brain_tumor_classification/data/labels/00156_116.txt
00156_132,../brain_tumor_classification/data/images/00156_132.jpg,../brain_tumor_classification/data/labels/00156_132.txt
00156_148,../brain_tumor_classification/data/images/00156_148.jpg,../brain_tumor_classification/data/labels/00156_148.txt
00156_164,../brain_tumor_classification/data/images/00156_164.jpg,../brain_tumor_classification/data/labels/00156_164.txt
00156_180,../brain_tumor_classification/data/images/00156_180.jpg,../brain_tumor_classification/data/labels/00156_180.txt
00156_196,../brain_tumor_classification/data/images/00156_196.jpg,../brain_tumor_classification/data/labels/00156_196.txt
